[Step 0] Agent 0 Action: 2, Reward: 0.0000
[Simulate] Step 470: Queue length 3, Waiting time 422.0
[Simulate] Step 471: Queue length 3, Waiting time 425.0
[Simulate] Step 472: Queue length 3, Waiting time 428.0
[Simulate] Step 473: Queue length 3, Waiting time 431.0
[Simulate] Step 474: Queue length 3, Waiting time 434.0
[Simulate] Step 475: Queue length 3, Waiting time 437.0
[Simulate] Step 476: Queue length 3, Waiting time 440.0
[Simulate] Step 477: Queue length 3, Waiting time 443.0
[Simulate] Step 478: Queue length 3, Waiting time 446.0
[Simulate] Step 479: Queue length 3, Waiting time 449.0
[Simulate] Step 480: Queue length 3, Waiting time 452.0
[Simulate] Step 481: Queue length 3, Waiting time 455.0
[Simulate] Step 482: Queue length 3, Waiting time 458.0
[Simulate] Step 483: Queue length 3, Waiting time 461.0
[Simulate] Step 484: Queue length 3, Waiting time 464.0
[Simulate] Step 485: Queue length 3, Waiting time 467.0
[Simulate] Step 486: Queue length 3, Waiting time 470.0
[Simulate] Step 487: Queue length 3, Waiting time 473.0
[Simulate] Step 488: Queue length 3, Waiting time 476.0
[Simulate] Step 489: Queue length 3, Waiting time 479.0
[Simulate] Step 490: Queue length 3, Waiting time 482.0
[Simulate] Step 491: Queue length 3, Waiting time 485.0
[Simulate] Step 492: Queue length 3, Waiting time 488.0
[Simulate] Step 493: Queue length 3, Waiting time 491.0
[Simulate] Step 494: Queue length 3, Waiting time 494.0
[Simulate] Step 495: Queue length 3, Waiting time 497.0
[Simulate] Step 496: Queue length 4, Waiting time 501.0
[Simulate] Step 497: Queue length 4, Waiting time 505.0
[Simulate] Step 498: Queue length 4, Waiting time 509.0
[Simulate] Step 499: Queue length 4, Waiting time 513.0
[Simulate] Step 500: Queue length 4, Waiting time 517.0
[Simulate] Step 501: Queue length 4, Waiting time 521.0
[Simulate] Step 502: Queue length 4, Waiting time 525.0
[Simulate] Step 503: Queue length 4, Waiting time 529.0
[Simulate] Step 504: Queue length 4, Waiting time 533.0
[Simulate] Step 505: Queue length 4, Waiting time 537.0
[Simulate] Step 506: Queue length 5, Waiting time 542.0
[Simulate] Step 507: Queue length 5, Waiting time 547.0
[Simulate] Step 508: Queue length 5, Waiting time 552.0
[Simulate] Step 509: Queue length 5, Waiting time 557.0
[Simulate] Step 510: Queue length 5, Waiting time 562.0
[Simulate] Step 511: Queue length 5, Waiting time 567.0
[Simulate] Step 512: Queue length 5, Waiting time 572.0
[Simulate] Step 513: Queue length 5, Waiting time 577.0
[Simulate] Step 514: Queue length 5, Waiting time 582.0
[Step 514] Agent 0 Action: 0, Reward: -0.5000
[SetYellow] TL TL: Set yellow phase 5 out of 8 phases.
[Simulate] Step 515: Queue length 5, Waiting time 587.0
[Simulate] Step 516: Queue length 5, Waiting time 592.0
[Simulate] Step 517: Queue length 5, Waiting time 597.0
[Simulate] Step 518: Queue length 5, Waiting time 602.0
[Step 518] Adaptive green duration: 50
[Simulate] Step 519: Queue length 3, Waiting time 605.0
[Simulate] Step 520: Queue length 2, Waiting time 138.0
[Simulate] Step 521: Queue length 2, Waiting time 140.0
[Simulate] Step 522: Queue length 2, Waiting time 142.0
[Simulate] Step 523: Queue length 2, Waiting time 144.0
[Simulate] Step 524: Queue length 2, Waiting time 48.0
[Simulate] Step 525: Queue length 2, Waiting time 50.0
[Simulate] Step 526: Queue length 2, Waiting time 52.0
[Simulate] Step 527: Queue length 2, Waiting time 54.0
[Simulate] Step 528: Queue length 2, Waiting time 56.0
[Simulate] Step 529: Queue length 2, Waiting time 58.0
[Simulate] Step 530: Queue length 2, Waiting time 60.0
[Simulate] Step 531: Queue length 2, Waiting time 62.0
[Simulate] Step 532: Queue length 2, Waiting time 64.0
[Simulate] Step 533: Queue length 2, Waiting time 66.0
[Simulate] Step 534: Queue length 2, Waiting time 68.0
[Simulate] Step 535: Queue length 2, Waiting time 70.0
[Simulate] Step 536: Queue length 3, Waiting time 73.0
[Simulate] Step 537: Queue length 3, Waiting time 76.0
[Simulate] Step 538: Queue length 3, Waiting time 79.0
[Simulate] Step 539: Queue length 3, Waiting time 82.0
[Simulate] Step 540: Queue length 3, Waiting time 85.0
[Simulate] Step 541: Queue length 3, Waiting time 88.0
[Simulate] Step 542: Queue length 3, Waiting time 91.0
[Simulate] Step 543: Queue length 3, Waiting time 94.0
[Simulate] Step 544: Queue length 3, Waiting time 97.0
[Simulate] Step 545: Queue length 3, Waiting time 100.0
[Simulate] Step 546: Queue length 3, Waiting time 103.0
[Simulate] Step 547: Queue length 3, Waiting time 106.0
[Simulate] Step 548: Queue length 3, Waiting time 109.0
[Simulate] Step 549: Queue length 3, Waiting time 112.0
[Simulate] Step 550: Queue length 3, Waiting time 115.0
[Simulate] Step 551: Queue length 3, Waiting time 118.0
[Simulate] Step 552: Queue length 3, Waiting time 121.0
[Simulate] Step 553: Queue length 3, Waiting time 124.0
[Simulate] Step 554: Queue length 3, Waiting time 127.0
[Simulate] Step 555: Queue length 3, Waiting time 130.0
[Simulate] Step 556: Queue length 3, Waiting time 133.0
[Simulate] Step 557: Queue length 3, Waiting time 136.0
[Simulate] Step 558: Queue length 3, Waiting time 139.0
[Simulate] Step 559: Queue length 3, Waiting time 142.0
[Simulate] Step 560: Queue length 3, Waiting time 145.0
[Simulate] Step 561: Queue length 3, Waiting time 148.0
[Simulate] Step 562: Queue length 3, Waiting time 151.0
[Simulate] Step 563: Queue length 3, Waiting time 154.0
[Simulate] Step 564: Queue length 3, Waiting time 157.0
[Simulate] Step 565: Queue length 3, Waiting time 160.0
[Simulate] Step 566: Queue length 3, Waiting time 163.0
[Simulate] Step 567: Queue length 3, Waiting time 166.0
[Simulate] Step 568: Queue length 3, Waiting time 169.0
[Step 568] Agent 0 Action: 0, Reward: 0.7460
[Step 568] Adaptive green duration: 45
[Simulate] Step 569: Queue length 3, Waiting time 172.0
[Simulate] Step 570: Queue length 3, Waiting time 175.0
[Simulate] Step 571: Queue length 3, Waiting time 178.0
[Simulate] Step 572: Queue length 3, Waiting time 181.0
[Simulate] Step 573: Queue length 3, Waiting time 184.0
[Simulate] Step 574: Queue length 3, Waiting time 187.0
[Simulate] Step 575: Queue length 3, Waiting time 190.0
[Simulate] Step 576: Queue length 3, Waiting time 193.0
[Simulate] Step 577: Queue length 3, Waiting time 196.0
[Simulate] Step 578: Queue length 3, Waiting time 199.0
[Simulate] Step 579: Queue length 3, Waiting time 202.0
[Simulate] Step 580: Queue length 3, Waiting time 205.0
[Simulate] Step 581: Queue length 3, Waiting time 208.0
[Simulate] Step 582: Queue length 3, Waiting time 211.0
[Simulate] Step 583: Queue length 3, Waiting time 214.0
[Simulate] Step 584: Queue length 3, Waiting time 217.0
[Simulate] Step 585: Queue length 3, Waiting time 220.0
[Simulate] Step 586: Queue length 3, Waiting time 223.0
[Simulate] Step 587: Queue length 3, Waiting time 226.0
[Simulate] Step 588: Queue length 3, Waiting time 229.0
[Simulate] Step 589: Queue length 3, Waiting time 232.0
[Simulate] Step 590: Queue length 3, Waiting time 235.0
[Simulate] Step 591: Queue length 3, Waiting time 238.0
[Simulate] Step 592: Queue length 3, Waiting time 241.0
[Simulate] Step 593: Queue length 3, Waiting time 244.0
[Simulate] Step 594: Queue length 3, Waiting time 247.0
[Simulate] Step 595: Queue length 3, Waiting time 250.0
[Simulate] Step 596: Queue length 3, Waiting time 253.0
[Simulate] Step 597: Queue length 3, Waiting time 256.0
[Simulate] Step 598: Queue length 3, Waiting time 259.0
[Simulate] Step 599: Queue length 3, Waiting time 262.0
[Simulate] Step 600: Queue length 3, Waiting time 265.0
[Simulate] Step 601: Queue length 3, Waiting time 268.0
[Simulate] Step 602: Queue length 3, Waiting time 271.0
[Simulate] Step 603: Queue length 3, Waiting time 274.0
[Simulate] Step 604: Queue length 3, Waiting time 277.0
[Simulate] Step 605: Queue length 3, Waiting time 280.0
[Simulate] Step 606: Queue length 3, Waiting time 283.0
[Simulate] Step 607: Queue length 3, Waiting time 286.0
[Simulate] Step 608: Queue length 3, Waiting time 289.0
[Simulate] Step 609: Queue length 3, Waiting time 292.0
[Simulate] Step 610: Queue length 3, Waiting time 295.0
[Simulate] Step 611: Queue length 3, Waiting time 298.0
[Simulate] Step 612: Queue length 3, Waiting time 301.0
[Simulate] Step 613: Queue length 3, Waiting time 304.0
[Step 613] Agent 0 Action: 1, Reward: -0.3700
[SetYellow] TL TL: Set yellow phase 1 out of 8 phases.
[Simulate] Step 614: Queue length 3, Waiting time 307.0
[Simulate] Step 615: Queue length 3, Waiting time 310.0
[Simulate] Step 616: Queue length 3, Waiting time 313.0
[Simulate] Step 617: Queue length 3, Waiting time 316.0
[Step 617] Adaptive green duration: 49
[Simulate] Step 618: Queue length 2, Waiting time 318.0
[Simulate] Step 619: Queue length 2, Waiting time 198.0
[Simulate] Step 620: Queue length 2, Waiting time 200.0
[Simulate] Step 621: Queue length 2, Waiting time 202.0
[Simulate] Step 622: Queue length 2, Waiting time 204.0
[Simulate] Step 623: Queue length 2, Waiting time 206.0
[Simulate] Step 624: Queue length 2, Waiting time 208.0
[Simulate] Step 625: Queue length 2, Waiting time 210.0
[Simulate] Step 626: Queue length 2, Waiting time 212.0
[Simulate] Step 627: Queue length 2, Waiting time 214.0
[Simulate] Step 628: Queue length 2, Waiting time 216.0
[Simulate] Step 629: Queue length 2, Waiting time 218.0
[Simulate] Step 630: Queue length 2, Waiting time 220.0
[Simulate] Step 631: Queue length 3, Waiting time 223.0
[Simulate] Step 632: Queue length 3, Waiting time 226.0
[Simulate] Step 633: Queue length 3, Waiting time 229.0
[Simulate] Step 634: Queue length 3, Waiting time 232.0
[Simulate] Step 635: Queue length 4, Waiting time 236.0
[Simulate] Step 636: Queue length 4, Waiting time 240.0
[Simulate] Step 637: Queue length 5, Waiting time 245.0
[Simulate] Step 638: Queue length 6, Waiting time 251.0
[Simulate] Step 639: Queue length 6, Waiting time 257.0
[Simulate] Step 640: Queue length 6, Waiting time 263.0
[Simulate] Step 641: Queue length 6, Waiting time 269.0
[Simulate] Step 642: Queue length 6, Waiting time 275.0
[Simulate] Step 643: Queue length 6, Waiting time 281.0
[Simulate] Step 644: Queue length 6, Waiting time 287.0
[Simulate] Step 645: Queue length 6, Waiting time 293.0
[Simulate] Step 646: Queue length 6, Waiting time 299.0
[Simulate] Step 647: Queue length 6, Waiting time 305.0
[Simulate] Step 648: Queue length 6, Waiting time 311.0
[Simulate] Step 649: Queue length 7, Waiting time 318.0
[Simulate] Step 650: Queue length 7, Waiting time 325.0
[Simulate] Step 651: Queue length 7, Waiting time 332.0
[Simulate] Step 652: Queue length 7, Waiting time 339.0
[Simulate] Step 653: Queue length 7, Waiting time 346.0
[Simulate] Step 654: Queue length 7, Waiting time 353.0
[Simulate] Step 655: Queue length 7, Waiting time 360.0
[Simulate] Step 656: Queue length 7, Waiting time 367.0
[Simulate] Step 657: Queue length 7, Waiting time 374.0
[Simulate] Step 658: Queue length 7, Waiting time 381.0
[Simulate] Step 659: Queue length 7, Waiting time 388.0
[Simulate] Step 660: Queue length 7, Waiting time 395.0
[Simulate] Step 661: Queue length 7, Waiting time 402.0
[Simulate] Step 662: Queue length 7, Waiting time 409.0
[Simulate] Step 663: Queue length 7, Waiting time 416.0
[Simulate] Step 664: Queue length 7, Waiting time 423.0
[Simulate] Step 665: Queue length 7, Waiting time 430.0
[Simulate] Step 666: Queue length 7, Waiting time 437.0
[Step 666] Agent 0 Action: 0, Reward: -0.4060
[SetYellow] TL TL: Set yellow phase 3 out of 8 phases.
[Simulate] Step 667: Queue length 7, Waiting time 444.0
[Simulate] Step 668: Queue length 7, Waiting time 451.0
[Simulate] Step 669: Queue length 7, Waiting time 458.0
[Simulate] Step 670: Queue length 7, Waiting time 465.0
[Step 670] Adaptive green duration: 50
[Simulate] Step 671: Queue length 5, Waiting time 470.0
[Simulate] Step 672: Queue length 5, Waiting time 405.0
[Simulate] Step 673: Queue length 5, Waiting time 410.0
[Simulate] Step 674: Queue length 5, Waiting time 415.0
[Simulate] Step 675: Queue length 6, Waiting time 421.0
[Simulate] Step 676: Queue length 6, Waiting time 427.0
[Simulate] Step 677: Queue length 6, Waiting time 433.0
[Simulate] Step 678: Queue length 6, Waiting time 439.0
[Simulate] Step 679: Queue length 6, Waiting time 445.0
[Simulate] Step 680: Queue length 6, Waiting time 451.0
[Simulate] Step 681: Queue length 6, Waiting time 457.0
[Simulate] Step 682: Queue length 6, Waiting time 463.0
[Simulate] Step 683: Queue length 6, Waiting time 469.0
[Simulate] Step 684: Queue length 6, Waiting time 475.0
[Simulate] Step 685: Queue length 6, Waiting time 481.0
[Simulate] Step 686: Queue length 6, Waiting time 487.0
[Simulate] Step 687: Queue length 6, Waiting time 493.0
[Simulate] Step 688: Queue length 6, Waiting time 499.0
[Simulate] Step 689: Queue length 6, Waiting time 505.0
[Simulate] Step 690: Queue length 6, Waiting time 511.0
[Simulate] Step 691: Queue length 6, Waiting time 517.0
[Simulate] Step 692: Queue length 6, Waiting time 523.0
[Simulate] Step 693: Queue length 6, Waiting time 529.0
[Simulate] Step 694: Queue length 6, Waiting time 535.0
[Simulate] Step 695: Queue length 6, Waiting time 541.0
[Simulate] Step 696: Queue length 6, Waiting time 547.0
[Simulate] Step 697: Queue length 6, Waiting time 553.0
[Simulate] Step 698: Queue length 6, Waiting time 559.0
[Simulate] Step 699: Queue length 6, Waiting time 565.0
[Simulate] Step 700: Queue length 6, Waiting time 571.0
[Simulate] Step 701: Queue length 6, Waiting time 577.0
[Simulate] Step 702: Queue length 6, Waiting time 583.0
[Simulate] Step 703: Queue length 6, Waiting time 589.0
[Simulate] Step 704: Queue length 6, Waiting time 595.0
[Simulate] Step 705: Queue length 6, Waiting time 601.0
[Simulate] Step 706: Queue length 7, Waiting time 608.0
[Simulate] Step 707: Queue length 7, Waiting time 615.0
[Simulate] Step 708: Queue length 7, Waiting time 622.0
[Simulate] Step 709: Queue length 7, Waiting time 629.0
[Simulate] Step 710: Queue length 7, Waiting time 636.0
[Simulate] Step 711: Queue length 7, Waiting time 643.0
[Simulate] Step 712: Queue length 7, Waiting time 650.0
[Simulate] Step 713: Queue length 7, Waiting time 657.0
[Simulate] Step 714: Queue length 8, Waiting time 665.0
[Simulate] Step 715: Queue length 8, Waiting time 673.0
[Simulate] Step 716: Queue length 8, Waiting time 681.0
[Simulate] Step 717: Queue length 8, Waiting time 689.0
[Simulate] Step 718: Queue length 8, Waiting time 697.0
[Simulate] Step 719: Queue length 8, Waiting time 705.0
[Simulate] Step 720: Queue length 8, Waiting time 713.0
[Step 720] Agent 0 Action: 2, Reward: -0.6620
[SetYellow] TL TL: Set yellow phase 1 out of 8 phases.
[Simulate] Step 721: Queue length 8, Waiting time 721.0
[Simulate] Step 722: Queue length 8, Waiting time 729.0
[Simulate] Step 723: Queue length 8, Waiting time 737.0
[Simulate] Step 724: Queue length 8, Waiting time 745.0
[Step 724] Adaptive green duration: 50
[Simulate] Step 725: Queue length 3, Waiting time 748.0
[Simulate] Step 726: Queue length 2, Waiting time 350.0
[Simulate] Step 727: Queue length 2, Waiting time 352.0
[Simulate] Step 728: Queue length 2, Waiting time 354.0
[Simulate] Step 729: Queue length 2, Waiting time 356.0
[Simulate] Step 730: Queue length 2, Waiting time 281.0
[Simulate] Step 731: Queue length 2, Waiting time 283.0
[Simulate] Step 732: Queue length 2, Waiting time 285.0
[Simulate] Step 733: Queue length 2, Waiting time 287.0
[Simulate] Step 734: Queue length 2, Waiting time 289.0
[Simulate] Step 735: Queue length 2, Waiting time 291.0
[Simulate] Step 736: Queue length 2, Waiting time 293.0
[Simulate] Step 737: Queue length 2, Waiting time 295.0
[Simulate] Step 738: Queue length 2, Waiting time 297.0
[Simulate] Step 739: Queue length 2, Waiting time 299.0
[Simulate] Step 740: Queue length 2, Waiting time 301.0
[Simulate] Step 741: Queue length 2, Waiting time 303.0
[Simulate] Step 742: Queue length 2, Waiting time 305.0
[Simulate] Step 743: Queue length 2, Waiting time 307.0
[Simulate] Step 744: Queue length 2, Waiting time 309.0
[Simulate] Step 745: Queue length 2, Waiting time 311.0
[Simulate] Step 746: Queue length 2, Waiting time 313.0
[Simulate] Step 747: Queue length 2, Waiting time 315.0
[Simulate] Step 748: Queue length 2, Waiting time 317.0
[Simulate] Step 749: Queue length 2, Waiting time 319.0
[Simulate] Step 750: Queue length 2, Waiting time 321.0
[Simulate] Step 751: Queue length 2, Waiting time 323.0
[Simulate] Step 752: Queue length 2, Waiting time 325.0
[Simulate] Step 753: Queue length 2, Waiting time 327.0
[Simulate] Step 754: Queue length 2, Waiting time 329.0
[Simulate] Step 755: Queue length 2, Waiting time 331.0
[Simulate] Step 756: Queue length 2, Waiting time 333.0
[Simulate] Step 757: Queue length 3, Waiting time 336.0
[Simulate] Step 758: Queue length 3, Waiting time 339.0
[Simulate] Step 759: Queue length 3, Waiting time 342.0
[Simulate] Step 760: Queue length 3, Waiting time 345.0
[Simulate] Step 761: Queue length 3, Waiting time 348.0
[Simulate] Step 762: Queue length 3, Waiting time 351.0
[Simulate] Step 763: Queue length 3, Waiting time 354.0
[Simulate] Step 764: Queue length 3, Waiting time 357.0
[Simulate] Step 765: Queue length 3, Waiting time 360.0
[Simulate] Step 766: Queue length 3, Waiting time 363.0
[Simulate] Step 767: Queue length 3, Waiting time 366.0
[Simulate] Step 768: Queue length 3, Waiting time 369.0
[Simulate] Step 769: Queue length 3, Waiting time 372.0
[Simulate] Step 770: Queue length 3, Waiting time 375.0
[Simulate] Step 771: Queue length 3, Waiting time 378.0
[Simulate] Step 772: Queue length 3, Waiting time 381.0
[Simulate] Step 773: Queue length 3, Waiting time 384.0
[Simulate] Step 774: Queue length 3, Waiting time 387.0
[Step 774] Agent 0 Action: 1, Reward: 0.6020
[SetYellow] TL TL: Set yellow phase 5 out of 8 phases.
[Simulate] Step 775: Queue length 3, Waiting time 390.0
